img_id,building_percentage
TRAIN_4555,0.101
TRAIN_4647,0.101
TRAIN_4891,0.101
TRAIN_5100,0.101
TRAIN_5258,0.101
TRAIN_5268,0.101
TRAIN_5310,0.101
TRAIN_5855,0.101
TRAIN_6323,0.101
TRAIN_6458,0.101
TRAIN_6643,0.101
TRAIN_7071,0.101
TRAIN_0103,0.1
TRAIN_0387,0.1
TRAIN_0461,0.1
TRAIN_0487,0.1
TRAIN_0685,0.1
TRAIN_1317,0.1
TRAIN_1925,0.1
TRAIN_2186,0.1
TRAIN_2188,0.1
TRAIN_2281,0.1
TRAIN_3320,0.1
TRAIN_3494,0.1
TRAIN_3615,0.1
TRAIN_4269,0.1
TRAIN_4661,0.1
TRAIN_4788,0.1
TRAIN_5329,0.1
TRAIN_5464,0.1
TRAIN_6226,0.1
TRAIN_6309,0.1
TRAIN_6406,0.1
TRAIN_6608,0.1
TRAIN_0112,0.099
TRAIN_0299,0.099
TRAIN_0393,0.099
TRAIN_0506,0.099
TRAIN_0655,0.099
TRAIN_0815,0.099
TRAIN_0823,0.099
TRAIN_0874,0.099
TRAIN_0983,0.099
TRAIN_1297,0.099
TRAIN_1311,0.099
TRAIN_1447,0.099
TRAIN_1500,0.099
TRAIN_2047,0.099
TRAIN_2189,0.099
TRAIN_2268,0.099
TRAIN_2437,0.099
TRAIN_2445,0.099
TRAIN_2515,0.099
TRAIN_2528,0.099
TRAIN_3726,0.099
TRAIN_3962,0.099
TRAIN_4179,0.099
TRAIN_5006,0.099
TRAIN_5151,0.099
TRAIN_5175,0.099
TRAIN_5317,0.099
TRAIN_5555,0.099
TRAIN_5598,0.099
TRAIN_5706,0.099
TRAIN_6243,0.099
TRAIN_6474,0.099
TRAIN_6627,0.099
TRAIN_6673,0.099
TRAIN_6675,0.099
TRAIN_6707,0.099
TRAIN_6708,0.099
TRAIN_6736,0.099
TRAIN_0023,0.098
TRAIN_0148,0.098
TRAIN_0311,0.098
TRAIN_0911,0.098
TRAIN_0965,0.098
TRAIN_1293,0.098
TRAIN_1305,0.098
TRAIN_1351,0.098
TRAIN_1385,0.098
TRAIN_1398,0.098
TRAIN_1483,0.098
TRAIN_1662,0.098
TRAIN_1749,0.098
TRAIN_2306,0.098
TRAIN_2457,0.098
TRAIN_2652,0.098
TRAIN_2919,0.098
TRAIN_3178,0.098
TRAIN_3407,0.098
TRAIN_3470,0.098
TRAIN_3683,0.098
TRAIN_3760,0.098
TRAIN_3799,0.098
TRAIN_3854,0.098
TRAIN_4054,0.098
TRAIN_4120,0.098
TRAIN_4628,0.098
TRAIN_4704,0.098
TRAIN_4950,0.098
TRAIN_5087,0.098
TRAIN_5821,0.098
TRAIN_5835,0.098
TRAIN_5864,0.098
TRAIN_6479,0.098
TRAIN_6846,0.098
TRAIN_6951,0.098
TRAIN_0143,0.097
TRAIN_0846,0.097
TRAIN_1116,0.097
TRAIN_1352,0.097
TRAIN_1637,0.097
TRAIN_2104,0.097
TRAIN_2779,0.097
TRAIN_3413,0.097
TRAIN_3447,0.097
TRAIN_3682,0.097
TRAIN_4339,0.097
TRAIN_4355,0.097
TRAIN_4378,0.097
TRAIN_4446,0.097
TRAIN_4592,0.097
TRAIN_4611,0.097
TRAIN_4613,0.097
TRAIN_4642,0.097
TRAIN_5306,0.097
TRAIN_5714,0.097
TRAIN_5862,0.097
TRAIN_6371,0.097
TRAIN_6807,0.097
TRAIN_6972,0.097
TRAIN_6997,0.097
TRAIN_7089,0.097
TRAIN_7127,0.097
TRAIN_0582,0.096
TRAIN_0684,0.096
TRAIN_0713,0.096
TRAIN_1231,0.096
TRAIN_1462,0.096
TRAIN_1600,0.096
TRAIN_1779,0.096
TRAIN_1828,0.096
TRAIN_1842,0.096
TRAIN_2012,0.096
TRAIN_2065,0.096
TRAIN_2181,0.096
TRAIN_2279,0.096
TRAIN_2446,0.096
TRAIN_2589,0.096
TRAIN_2820,0.096
TRAIN_3005,0.096
TRAIN_3101,0.096
TRAIN_3166,0.096
TRAIN_3181,0.096
TRAIN_3360,0.096
TRAIN_3379,0.096
TRAIN_3657,0.096
TRAIN_3877,0.096
TRAIN_3979,0.096
TRAIN_4010,0.096
TRAIN_4108,0.096
TRAIN_4372,0.096
TRAIN_4612,0.096
TRAIN_4676,0.096
TRAIN_5022,0.096
TRAIN_5166,0.096
TRAIN_5185,0.096
TRAIN_5402,0.096
TRAIN_5582,0.096
TRAIN_6033,0.096
TRAIN_6179,0.096
TRAIN_6649,0.096
TRAIN_0079,0.095
TRAIN_0288,0.095
TRAIN_0571,0.095
TRAIN_0603,0.095
TRAIN_0761,0.095
TRAIN_0768,0.095
TRAIN_0869,0.095
TRAIN_0889,0.095
TRAIN_1049,0.095
TRAIN_1086,0.095
TRAIN_1704,0.095
TRAIN_1863,0.095
TRAIN_2140,0.095
TRAIN_2302,0.095
TRAIN_2782,0.095
TRAIN_2877,0.095
TRAIN_2994,0.095
TRAIN_3173,0.095
TRAIN_3294,0.095
TRAIN_3420,0.095
TRAIN_3900,0.095
TRAIN_4023,0.095
TRAIN_4086,0.095
TRAIN_4706,0.095
TRAIN_4841,0.095
TRAIN_5073,0.095
TRAIN_5113,0.095
TRAIN_5266,0.095
TRAIN_5302,0.095
TRAIN_5624,0.095
TRAIN_5775,0.095
TRAIN_5834,0.095
TRAIN_5994,0.095
TRAIN_6297,0.095
TRAIN_6451,0.095
TRAIN_6553,0.095
TRAIN_6565,0.095
TRAIN_6716,0.095
TRAIN_7003,0.095
TRAIN_7011,0.095
TRAIN_7135,0.095
TRAIN_0025,0.094
TRAIN_0042,0.094
TRAIN_0066,0.094
TRAIN_0605,0.094
TRAIN_0742,0.094
TRAIN_0816,0.094
TRAIN_1081,0.094
TRAIN_1152,0.094
TRAIN_1189,0.094
TRAIN_1202,0.094
TRAIN_1227,0.094
TRAIN_1320,0.094
TRAIN_1753,0.094
TRAIN_1757,0.094
TRAIN_2092,0.094
TRAIN_2102,0.094
TRAIN_2421,0.094
TRAIN_2443,0.094
TRAIN_2641,0.094
TRAIN_2643,0.094
TRAIN_2751,0.094
TRAIN_2854,0.094
TRAIN_2909,0.094
TRAIN_2931,0.094
TRAIN_2957,0.094
TRAIN_3034,0.094
TRAIN_3069,0.094
TRAIN_3161,0.094
TRAIN_3342,0.094
TRAIN_3380,0.094
TRAIN_3502,0.094
TRAIN_3593,0.094
TRAIN_3595,0.094
TRAIN_3627,0.094
TRAIN_3699,0.094
TRAIN_3703,0.094
TRAIN_3794,0.094
TRAIN_3836,0.094
TRAIN_3843,0.094
TRAIN_3849,0.094
TRAIN_3867,0.094
TRAIN_4045,0.094
TRAIN_4145,0.094
TRAIN_4404,0.094
TRAIN_4694,0.094
TRAIN_4915,0.094
TRAIN_5493,0.094
TRAIN_5564,0.094
TRAIN_5667,0.094
TRAIN_6163,0.094
TRAIN_6394,0.094
TRAIN_6600,0.094
TRAIN_6944,0.094
TRAIN_0304,0.093
TRAIN_0454,0.093
TRAIN_0878,0.093
TRAIN_1241,0.093
TRAIN_1331,0.093
TRAIN_1819,0.093
TRAIN_2248,0.093
TRAIN_2638,0.093
TRAIN_2819,0.093
TRAIN_2855,0.093
TRAIN_3259,0.093
TRAIN_3896,0.093
TRAIN_4225,0.093
TRAIN_4390,0.093
TRAIN_4420,0.093
TRAIN_4428,0.093
TRAIN_4574,0.093
TRAIN_4864,0.093
TRAIN_5037,0.093
TRAIN_5069,0.093
TRAIN_5101,0.093
TRAIN_5168,0.093
TRAIN_5374,0.093
TRAIN_5596,0.093
TRAIN_5606,0.093
TRAIN_5745,0.093
TRAIN_5747,0.093
TRAIN_5948,0.093
TRAIN_6041,0.093
TRAIN_6070,0.093
TRAIN_6079,0.093
TRAIN_6149,0.093
TRAIN_6353,0.093
TRAIN_6624,0.093
TRAIN_6706,0.093
TRAIN_6725,0.093
TRAIN_0090,0.092
TRAIN_0183,0.092
TRAIN_0310,0.092
TRAIN_0313,0.092
TRAIN_0483,0.092
TRAIN_0630,0.092
TRAIN_0703,0.092
TRAIN_1275,0.092
TRAIN_1350,0.092
TRAIN_1509,0.092
TRAIN_1610,0.092
TRAIN_2097,0.092
TRAIN_2247,0.092
TRAIN_2308,0.092
TRAIN_2535,0.092
TRAIN_2733,0.092
TRAIN_3138,0.092
TRAIN_3149,0.092
TRAIN_3656,0.092
TRAIN_3783,0.092
TRAIN_3928,0.092
TRAIN_3965,0.092
TRAIN_4104,0.092
TRAIN_4508,0.092
TRAIN_4516,0.092
TRAIN_4739,0.092
TRAIN_4831,0.092
TRAIN_4962,0.092
TRAIN_5256,0.092
TRAIN_5319,0.092
TRAIN_5375,0.092
TRAIN_5449,0.092
TRAIN_5520,0.092
TRAIN_5716,0.092
TRAIN_6071,0.092
TRAIN_6101,0.092
TRAIN_6516,0.092
TRAIN_6601,0.092
TRAIN_6734,0.092
TRAIN_6887,0.092
TRAIN_6993,0.092
TRAIN_7021,0.092
TRAIN_0239,0.091
TRAIN_0301,0.091
TRAIN_0513,0.091
TRAIN_0737,0.091
TRAIN_0817,0.091
TRAIN_1583,0.091
TRAIN_1677,0.091
TRAIN_1690,0.091
TRAIN_1785,0.091
TRAIN_2061,0.091
TRAIN_2583,0.091
TRAIN_2749,0.091
TRAIN_2851,0.091
TRAIN_3300,0.091
TRAIN_3540,0.091
TRAIN_3723,0.091
TRAIN_4334,0.091
TRAIN_4569,0.091
TRAIN_4881,0.091
TRAIN_4903,0.091
TRAIN_5030,0.091
TRAIN_5330,0.091
TRAIN_5501,0.091
TRAIN_5559,0.091
TRAIN_5560,0.091
TRAIN_5873,0.091
TRAIN_6037,0.091
TRAIN_6088,0.091
TRAIN_6354,0.091
TRAIN_6539,0.091
TRAIN_6755,0.091
TRAIN_0134,0.09
TRAIN_0163,0.09
TRAIN_0427,0.09
TRAIN_0499,0.09
TRAIN_0756,0.09
TRAIN_0871,0.09
TRAIN_0988,0.09
TRAIN_1147,0.09
TRAIN_1193,0.09
TRAIN_1431,0.09
TRAIN_2099,0.09
TRAIN_2107,0.09
TRAIN_2461,0.09
TRAIN_2676,0.09
TRAIN_2730,0.09
TRAIN_2852,0.09
TRAIN_2982,0.09
TRAIN_3390,0.09
TRAIN_3520,0.09
TRAIN_3748,0.09
TRAIN_4090,0.09
TRAIN_4319,0.09
TRAIN_4397,0.09
TRAIN_4490,0.09
TRAIN_4514,0.09
TRAIN_4792,0.09
TRAIN_4851,0.09
TRAIN_4865,0.09
TRAIN_4921,0.09
TRAIN_5076,0.09
TRAIN_5112,0.09
TRAIN_5179,0.09
TRAIN_5253,0.09
TRAIN_5517,0.09
TRAIN_5743,0.09
TRAIN_6078,0.09
TRAIN_6098,0.09
TRAIN_6212,0.09
TRAIN_6251,0.09
TRAIN_6639,0.09
TRAIN_6698,0.09
TRAIN_7072,0.09
TRAIN_0016,0.089
TRAIN_0300,0.089
TRAIN_0527,0.089
TRAIN_0530,0.089
TRAIN_0968,0.089
TRAIN_0974,0.089
TRAIN_1031,0.089
TRAIN_1388,0.089
TRAIN_1482,0.089
TRAIN_1490,0.089
TRAIN_1834,0.089
TRAIN_1838,0.089
TRAIN_1932,0.089
TRAIN_1961,0.089
TRAIN_1988,0.089
TRAIN_2134,0.089
TRAIN_2136,0.089
TRAIN_2579,0.089
TRAIN_2607,0.089
TRAIN_2830,0.089
TRAIN_3106,0.089
TRAIN_3144,0.089
TRAIN_3375,0.089
TRAIN_3500,0.089
TRAIN_3931,0.089
TRAIN_4084,0.089
TRAIN_4098,0.089
TRAIN_4153,0.089
TRAIN_4256,0.089
TRAIN_4257,0.089
TRAIN_4545,0.089
TRAIN_4559,0.089
TRAIN_4762,0.089
TRAIN_5081,0.089
TRAIN_5432,0.089
TRAIN_5552,0.089
TRAIN_5746,0.089
TRAIN_5826,0.089
TRAIN_6223,0.089
TRAIN_6634,0.089
TRAIN_6769,0.089
TRAIN_7085,0.089
TRAIN_0821,0.088
TRAIN_0896,0.088
TRAIN_1094,0.088
TRAIN_1382,0.088
TRAIN_1386,0.088
TRAIN_1532,0.088
TRAIN_1705,0.088
TRAIN_1963,0.088
TRAIN_1984,0.088
TRAIN_2031,0.088
TRAIN_2330,0.088
TRAIN_2433,0.088
TRAIN_2639,0.088
TRAIN_2828,0.088
TRAIN_2893,0.088
TRAIN_3050,0.088
TRAIN_3451,0.088
TRAIN_3465,0.088
TRAIN_3485,0.088
TRAIN_3519,0.088
TRAIN_3927,0.088
TRAIN_4057,0.088
TRAIN_4189,0.088
TRAIN_4270,0.088
TRAIN_4323,0.088
TRAIN_4354,0.088
TRAIN_4437,0.088
TRAIN_4729,0.088
TRAIN_4916,0.088
TRAIN_5040,0.088
TRAIN_5042,0.088
TRAIN_5390,0.088
TRAIN_5461,0.088
TRAIN_5791,0.088
TRAIN_6171,0.088
TRAIN_6346,0.088
TRAIN_6532,0.088
TRAIN_6550,0.088
TRAIN_6761,0.088
TRAIN_6813,0.088
TRAIN_6875,0.088
TRAIN_6974,0.088
TRAIN_0104,0.087
TRAIN_0116,0.087
TRAIN_0126,0.087
TRAIN_0261,0.087
TRAIN_0431,0.087
TRAIN_0526,0.087
TRAIN_0947,0.087
TRAIN_0952,0.087
TRAIN_1264,0.087
TRAIN_1373,0.087
TRAIN_1997,0.087
TRAIN_3109,0.087
TRAIN_3504,0.087
TRAIN_3781,0.087
TRAIN_3784,0.087
TRAIN_4018,0.087
TRAIN_4489,0.087
TRAIN_4530,0.087
TRAIN_5368,0.087
TRAIN_5496,0.087
TRAIN_5584,0.087
TRAIN_5664,0.087
TRAIN_5723,0.087
TRAIN_5784,0.087
TRAIN_5950,0.087
TRAIN_6063,0.087
TRAIN_6128,0.087
TRAIN_6355,0.087
TRAIN_6376,0.087
TRAIN_6512,0.087
TRAIN_6667,0.087
TRAIN_6782,0.087
TRAIN_6805,0.087
TRAIN_6975,0.087
TRAIN_7006,0.087
TRAIN_7066,0.087
TRAIN_7129,0.087
TRAIN_0072,0.086
TRAIN_0839,0.086
TRAIN_1114,0.086
TRAIN_1211,0.086
TRAIN_1463,0.086
TRAIN_1529,0.086
TRAIN_1678,0.086
TRAIN_1930,0.086
TRAIN_1972,0.086
TRAIN_2836,0.086
TRAIN_3167,0.086
TRAIN_3168,0.086
TRAIN_3292,0.086
TRAIN_3335,0.086
TRAIN_3573,0.086
TRAIN_3586,0.086
TRAIN_3807,0.086
TRAIN_3860,0.086
TRAIN_4036,0.086
TRAIN_4168,0.086
TRAIN_4299,0.086
TRAIN_4374,0.086
TRAIN_4511,0.086
TRAIN_4599,0.086
TRAIN_5249,0.086
TRAIN_5283,0.086
TRAIN_5409,0.086
TRAIN_5471,0.086
TRAIN_5991,0.086
TRAIN_6795,0.086
TRAIN_6810,0.086
TRAIN_6823,0.086
TRAIN_6954,0.086
TRAIN_7121,0.086
TRAIN_0039,0.085
TRAIN_0237,0.085
TRAIN_0319,0.085
TRAIN_0643,0.085
TRAIN_0647,0.085
TRAIN_0671,0.085
TRAIN_0740,0.085
TRAIN_0762,0.085
TRAIN_1021,0.085
TRAIN_1113,0.085
TRAIN_1165,0.085
TRAIN_1230,0.085
TRAIN_1322,0.085
TRAIN_1429,0.085
TRAIN_1580,0.085
TRAIN_1687,0.085
TRAIN_1813,0.085
TRAIN_1831,0.085
TRAIN_1835,0.085
TRAIN_2426,0.085
TRAIN_2467,0.085
TRAIN_2682,0.085
TRAIN_2704,0.085
TRAIN_3079,0.085
TRAIN_3450,0.085
TRAIN_3480,0.085
TRAIN_3557,0.085
TRAIN_4152,0.085
TRAIN_4248,0.085
TRAIN_4433,0.085
TRAIN_4657,0.085
TRAIN_4809,0.085
TRAIN_4844,0.085
TRAIN_4956,0.085
TRAIN_4995,0.085
TRAIN_5412,0.085
TRAIN_5648,0.085
TRAIN_5703,0.085
TRAIN_5709,0.085
TRAIN_5792,0.085
TRAIN_6240,0.085
TRAIN_6311,0.085
TRAIN_6518,0.085
TRAIN_6558,0.085
TRAIN_6749,0.085
TRAIN_6819,0.085
TRAIN_6859,0.085
TRAIN_6866,0.085
TRAIN_6920,0.085
TRAIN_6989,0.085
TRAIN_7078,0.085
TRAIN_0447,0.084
TRAIN_1009,0.084
TRAIN_1190,0.084
TRAIN_1282,0.084
TRAIN_1700,0.084
TRAIN_1707,0.084
TRAIN_1788,0.084
TRAIN_1817,0.084
TRAIN_2030,0.084
TRAIN_2067,0.084
TRAIN_2277,0.084
TRAIN_2415,0.084
TRAIN_2531,0.084
TRAIN_2543,0.084
TRAIN_2979,0.084
TRAIN_3018,0.084
TRAIN_3041,0.084
TRAIN_3081,0.084
TRAIN_3692,0.084
TRAIN_3795,0.084
TRAIN_4047,0.084
TRAIN_4127,0.084
TRAIN_4238,0.084
TRAIN_4471,0.084
TRAIN_4513,0.084
TRAIN_4679,0.084
TRAIN_4967,0.084
TRAIN_5017,0.084
TRAIN_5400,0.084
TRAIN_5413,0.084
TRAIN_6003,0.084
TRAIN_6402,0.084
TRAIN_6438,0.084
TRAIN_6651,0.084
TRAIN_6679,0.084
TRAIN_6927,0.084
TRAIN_0333,0.083
TRAIN_0490,0.083
TRAIN_0512,0.083
TRAIN_0637,0.083
TRAIN_0676,0.083
TRAIN_0718,0.083
TRAIN_0779,0.083
TRAIN_0916,0.083
TRAIN_0929,0.083
TRAIN_0989,0.083
TRAIN_1410,0.083
TRAIN_1421,0.083
TRAIN_1598,0.083
TRAIN_1872,0.083
TRAIN_2715,0.083
TRAIN_2879,0.083
TRAIN_2965,0.083
TRAIN_3156,0.083
TRAIN_3280,0.083
TRAIN_3436,0.083
TRAIN_3487,0.083
TRAIN_3617,0.083
TRAIN_3635,0.083
TRAIN_3641,0.083
TRAIN_3725,0.083
TRAIN_3856,0.083
TRAIN_3957,0.083
TRAIN_3981,0.083
TRAIN_4600,0.083
TRAIN_4985,0.083
TRAIN_5259,0.083
TRAIN_5445,0.083
TRAIN_5500,0.083
TRAIN_5527,0.083
TRAIN_5788,0.083
TRAIN_5825,0.083
TRAIN_5921,0.083
TRAIN_6225,0.083
TRAIN_6335,0.083
TRAIN_6352,0.083
TRAIN_6415,0.083
TRAIN_6578,0.083
TRAIN_6581,0.083
TRAIN_6836,0.083
TRAIN_7009,0.083
TRAIN_0186,0.082
TRAIN_0298,0.082
TRAIN_0443,0.082
TRAIN_0706,0.082
TRAIN_0784,0.082
TRAIN_1115,0.082
TRAIN_1119,0.082
TRAIN_1245,0.082
TRAIN_1427,0.082
TRAIN_1515,0.082
TRAIN_1597,0.082
TRAIN_2180,0.082
TRAIN_2245,0.082
TRAIN_2381,0.082
TRAIN_2735,0.082
TRAIN_2771,0.082
TRAIN_2950,0.082
TRAIN_3448,0.082
TRAIN_3512,0.082
TRAIN_3814,0.082
TRAIN_3948,0.082
TRAIN_4338,0.082
TRAIN_4405,0.082
TRAIN_4529,0.082
TRAIN_4979,0.082
TRAIN_4991,0.082
TRAIN_5127,0.082
TRAIN_5193,0.082
TRAIN_5476,0.082
TRAIN_5649,0.082
TRAIN_5805,0.082
TRAIN_5867,0.082
TRAIN_6036,0.082
TRAIN_6123,0.082
TRAIN_6168,0.082
TRAIN_6213,0.082
TRAIN_6312,0.082
TRAIN_6501,0.082
TRAIN_6505,0.082
TRAIN_6764,0.082
TRAIN_6765,0.082
TRAIN_6790,0.082
TRAIN_7067,0.082
TRAIN_0013,0.081
TRAIN_0169,0.081
TRAIN_0181,0.081
TRAIN_0535,0.081
TRAIN_0910,0.081
TRAIN_1120,0.081
TRAIN_1141,0.081
TRAIN_1184,0.081
TRAIN_1323,0.081
TRAIN_1364,0.081
TRAIN_1468,0.081
TRAIN_1472,0.081
TRAIN_1479,0.081
TRAIN_1498,0.081
TRAIN_1501,0.081
TRAIN_1601,0.081
TRAIN_1719,0.081
TRAIN_2290,0.081
TRAIN_2759,0.081
TRAIN_2904,0.081
TRAIN_3056,0.081
TRAIN_3074,0.081
TRAIN_3155,0.081
TRAIN_3947,0.081
TRAIN_4056,0.081
TRAIN_4117,0.081
TRAIN_4129,0.081
TRAIN_4311,0.081
TRAIN_4416,0.081
TRAIN_4712,0.081
TRAIN_4835,0.081
TRAIN_4970,0.081
TRAIN_4984,0.081
TRAIN_5434,0.081
TRAIN_5692,0.081
TRAIN_5773,0.081
TRAIN_5786,0.081
TRAIN_6072,0.081
TRAIN_6644,0.081
TRAIN_6663,0.081
TRAIN_6750,0.081
TRAIN_7055,0.081
TRAIN_0040,0.08
TRAIN_0151,0.08
TRAIN_0348,0.08
TRAIN_0411,0.08
TRAIN_0844,0.08
TRAIN_1051,0.08
TRAIN_1273,0.08
TRAIN_1285,0.08
TRAIN_1290,0.08
TRAIN_1407,0.08
TRAIN_1480,0.08
TRAIN_1699,0.08
TRAIN_1902,0.08
TRAIN_2241,0.08
TRAIN_2863,0.08
TRAIN_2924,0.08
TRAIN_3014,0.08
TRAIN_3148,0.08
TRAIN_3209,0.08
TRAIN_3298,0.08
TRAIN_3313,0.08
TRAIN_3759,0.08
TRAIN_3769,0.08
TRAIN_4220,0.08
TRAIN_4346,0.08
TRAIN_4533,0.08
TRAIN_4805,0.08
TRAIN_4839,0.08
TRAIN_4957,0.08
TRAIN_4996,0.08
TRAIN_5107,0.08
TRAIN_5382,0.08
TRAIN_5567,0.08
TRAIN_5654,0.08
TRAIN_5856,0.08
TRAIN_5968,0.08
TRAIN_6209,0.08
TRAIN_6306,0.08
TRAIN_6685,0.08
TRAIN_6799,0.08
TRAIN_7048,0.08
TRAIN_7106,0.08
TRAIN_0306,0.079
TRAIN_0329,0.079
TRAIN_0373,0.079
TRAIN_0561,0.079
TRAIN_0715,0.079
TRAIN_0801,0.079
TRAIN_0962,0.079
TRAIN_1191,0.079
TRAIN_1363,0.079
TRAIN_1376,0.079
TRAIN_1439,0.079
TRAIN_1820,0.079
TRAIN_1873,0.079
TRAIN_1883,0.079
TRAIN_2246,0.079
TRAIN_2323,0.079
TRAIN_2626,0.079
TRAIN_2702,0.079
TRAIN_2896,0.079
TRAIN_2903,0.079
TRAIN_2932,0.079
TRAIN_3212,0.079
TRAIN_3304,0.079
TRAIN_3387,0.079
TRAIN_3528,0.079
TRAIN_3571,0.079
TRAIN_3812,0.079
TRAIN_3986,0.079
TRAIN_4157,0.079
TRAIN_4214,0.079
TRAIN_4475,0.079
TRAIN_4645,0.079
TRAIN_4646,0.079
TRAIN_5430,0.079
TRAIN_5452,0.079
TRAIN_5820,0.079
TRAIN_6091,0.079
TRAIN_6162,0.079
TRAIN_6166,0.079
TRAIN_6258,0.079
TRAIN_6809,0.079
TRAIN_0382,0.078
TRAIN_0494,0.078
TRAIN_0544,0.078
TRAIN_0854,0.078
TRAIN_0880,0.078
TRAIN_0887,0.078
TRAIN_1284,0.078
TRAIN_1457,0.078
TRAIN_1694,0.078
TRAIN_1877,0.078
TRAIN_1951,0.078
TRAIN_2250,0.078
TRAIN_2374,0.078
TRAIN_2395,0.078
TRAIN_2441,0.078
TRAIN_2775,0.078
TRAIN_3235,0.078
TRAIN_3421,0.078
TRAIN_3466,0.078
TRAIN_3991,0.078
TRAIN_4042,0.078
TRAIN_4128,0.078
TRAIN_4193,0.078
TRAIN_4226,0.078
TRAIN_4343,0.078
TRAIN_4510,0.078
TRAIN_4615,0.078
TRAIN_4627,0.078
TRAIN_4715,0.078
TRAIN_4833,0.078
TRAIN_4874,0.078
TRAIN_4899,0.078
TRAIN_4935,0.078
TRAIN_5391,0.078
TRAIN_5590,0.078
TRAIN_5787,0.078
TRAIN_5800,0.078
TRAIN_5860,0.078
TRAIN_5892,0.078
TRAIN_6232,0.078
TRAIN_6456,0.078
TRAIN_6686,0.078
TRAIN_6739,0.078
TRAIN_6856,0.078
TRAIN_6888,0.078
TRAIN_7076,0.078
TRAIN_0062,0.077
TRAIN_0077,0.077
TRAIN_0196,0.077
TRAIN_0326,0.077
TRAIN_0495,0.077
TRAIN_1187,0.077
TRAIN_1306,0.077
TRAIN_1325,0.077
TRAIN_1396,0.077
TRAIN_1425,0.077
TRAIN_1435,0.077
TRAIN_2074,0.077
TRAIN_2637,0.077
TRAIN_2710,0.077
TRAIN_2859,0.077
TRAIN_3459,0.077
TRAIN_3581,0.077
TRAIN_3629,0.077
TRAIN_3684,0.077
TRAIN_3839,0.077
TRAIN_3899,0.077
TRAIN_3996,0.077
TRAIN_4369,0.077
TRAIN_4460,0.077
TRAIN_4827,0.077
TRAIN_4840,0.077
TRAIN_4931,0.077
TRAIN_5036,0.077
TRAIN_5260,0.077
TRAIN_5339,0.077
TRAIN_5506,0.077
TRAIN_5599,0.077
TRAIN_5617,0.077
TRAIN_5623,0.077
TRAIN_5666,0.077
TRAIN_5827,0.077
TRAIN_6013,0.077
TRAIN_6264,0.077
TRAIN_6313,0.077
TRAIN_6315,0.077
TRAIN_6657,0.077
TRAIN_6910,0.077
TRAIN_6984,0.077
TRAIN_7079,0.077
TRAIN_0471,0.076
TRAIN_0867,0.076
TRAIN_0937,0.076
TRAIN_0953,0.076
TRAIN_1041,0.076
TRAIN_1072,0.076
TRAIN_1073,0.076
TRAIN_1180,0.076
TRAIN_1270,0.076
TRAIN_1839,0.076
TRAIN_2256,0.076
TRAIN_2688,0.076
TRAIN_2876,0.076
TRAIN_3162,0.076
TRAIN_3232,0.076
TRAIN_3695,0.076
TRAIN_3716,0.076
TRAIN_3788,0.076
TRAIN_4026,0.076
TRAIN_4292,0.076
TRAIN_4303,0.076
TRAIN_4525,0.076
TRAIN_4758,0.076
TRAIN_4885,0.076
TRAIN_5062,0.076
TRAIN_5083,0.076
TRAIN_5131,0.076
TRAIN_5423,0.076
TRAIN_5592,0.076
TRAIN_6114,0.076
TRAIN_6138,0.076
TRAIN_6647,0.076
TRAIN_6956,0.076
TRAIN_7020,0.076
TRAIN_7032,0.076
TRAIN_7073,0.076
TRAIN_0048,0.075
TRAIN_0744,0.075
TRAIN_0826,0.075
TRAIN_1298,0.075
TRAIN_1764,0.075
TRAIN_1949,0.075
TRAIN_2205,0.075
TRAIN_2260,0.075
TRAIN_2262,0.075
TRAIN_2299,0.075
TRAIN_2544,0.075
TRAIN_2684,0.075
TRAIN_2985,0.075
TRAIN_3023,0.075
TRAIN_3185,0.075
TRAIN_3236,0.075
TRAIN_3524,0.075
TRAIN_3655,0.075
TRAIN_3680,0.075
TRAIN_3758,0.075
TRAIN_3865,0.075
TRAIN_4099,0.075
TRAIN_4550,0.075
TRAIN_4566,0.075
TRAIN_4764,0.075
TRAIN_5004,0.075
TRAIN_5045,0.075
TRAIN_5298,0.075
TRAIN_5340,0.075
TRAIN_5481,0.075
TRAIN_5613,0.075
TRAIN_5630,0.075
TRAIN_5710,0.075
TRAIN_5758,0.075
TRAIN_6008,0.075
TRAIN_6147,0.075
TRAIN_6704,0.075
TRAIN_0585,0.074
TRAIN_0626,0.074
TRAIN_0642,0.074
TRAIN_0700,0.074
TRAIN_0898,0.074
TRAIN_0923,0.074
TRAIN_1068,0.074
TRAIN_1117,0.074
TRAIN_1280,0.074
TRAIN_1465,0.074
TRAIN_1594,0.074
TRAIN_1893,0.074
TRAIN_1910,0.074
TRAIN_2233,0.074
TRAIN_2259,0.074
TRAIN_2264,0.074
TRAIN_2266,0.074
TRAIN_2664,0.074
TRAIN_2734,0.074
TRAIN_2970,0.074
TRAIN_2986,0.074
TRAIN_3035,0.074
TRAIN_3290,0.074
TRAIN_3349,0.074
TRAIN_3362,0.074
TRAIN_3433,0.074
TRAIN_3456,0.074
TRAIN_3559,0.074
TRAIN_3763,0.074
TRAIN_4058,0.074
TRAIN_4164,0.074
TRAIN_4177,0.074
TRAIN_4239,0.074
TRAIN_4266,0.074
TRAIN_4447,0.074
TRAIN_4551,0.074
TRAIN_4624,0.074
TRAIN_4741,0.074
TRAIN_4768,0.074
TRAIN_4770,0.074
